"subject_id"	"block"	"item"	"BlankInterval[CalculatedDuration]"	"BlankInterval[Duration]"	"BlankInterval[OffsetTime]"	"BlankInterval[OnsetTime]"	"BlockId"	"Congruency"	"CorFeedback[CalculatedDuration]"	"CorFeedback[Duration]"	"CorFeedback[OffsetTime]"	"CorFeedback[OnsetTime]"	"EngineType"	"Exit[OnsetTime]"	"IncFeedback[Duration]"	"Init[CalculatedDuration]"	"Init[OffsetTime]"	"Init[OnsetTime]"	"InitPost[CalculatedDuration]"	"InitPost[Duration]"	"InitPost[OffsetTime]"	"InitPost[OnsetTime]"	"InitPre[CalculatedDuration]"	"InitPre[OffsetTime]"	"InitPre[OnsetTime]"	"SimpleRTBLock[InterTrialDelay]"	"SimpleRTBLock[RefreshPeriod]"	"SimpleRTBLock[TrialNr]"	"SimpleRTBLockStroopItem[Resp]"	"StroopItem[ACC]"	"StroopItem[Allowable]"	"StroopItem[CalculatedDuration]"	"StroopItem[CRESP]"	"StroopItem[EndAction]"	"StroopItem[OffsetTime]"	"StroopItem[OnsetTime]"	"StroopItem[RESP]"	"StroopItem[RT]"	"StroopItem[RTTime]"	"undefined[OnsetTime]"
"1"	"sub_03"	"four"	"eight"	"514.5698242"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"515.9650879"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"21.75"	"1.46012E+12"	"1.46012E+12"	"445.880127"	"432.8198242"	"1.46012E+12"	"1.46012E+12"	"541.4799805"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"26"	""	"1"	"rjvb"	"1329.625"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"1324.27002"	"1.46012E+12"	"1.46012E+12"
"2"	"sub_03"	"four"	"five"	"514.5700684"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"515.3049316"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"52.07519531"	"1.46012E+12"	"1.46012E+12"	"451.1748047"	"437.6950684"	"1.46012E+12"	"1.46012E+12"	"538.9001465"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"27"	""	"1"	"rjvb"	"680.7248535"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"676.4748535"	"1.46012E+12"	"1.46012E+12"
"3"	"sub_03"	"four"	"four"	"514.9550781"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"515.125"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"30.30004883"	"1.46012E+12"	"1.46012E+12"	"580.6899414"	"569.3349609"	"1.46012E+12"	"1.46012E+12"	"397.5"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"28"	""	"1"	"rjvb"	"1130.575195"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"1121.870117"	"1.46012E+12"	"1.46012E+12"
"4"	"sub_03"	"four"	"one"	"514.5998535"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"515.0551758"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"52.125"	"1.46012E+12"	"1.46012E+12"	"452.1000977"	"437.8850098"	"1.46012E+12"	"1.46012E+12"	"538.6098633"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"31"	""	"1"	"rjvb"	"680.7851563"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"675.255127"	"1.46012E+12"	"1.46012E+12"
"5"	"sub_03"	"four"	"seven"	"526.8850098"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"514.6899414"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"20.38500977"	"1.46012E+12"	"1.46012E+12"	"30.73999023"	"0"	"1.46012E+12"	"1.46012E+12"	"1512.375"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"25"	""	"1"	"rjvb"	"1196.159912"	"v"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"v"	"1184.209961"	"1.46012E+12"	"1.46012E+12"
"6"	"sub_03"	"four"	"six"	"514.5449219"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"512.1000977"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"50.37011719"	"1.46012E+12"	"1.46012E+12"	"540.9699707"	"542.3950195"	"1.46012E+12"	"1.46012E+12"	"434.2102051"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"30"	""	"1"	"rjvb"	"1216.064941"	"j"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"j"	"1215.449951"	"1.46012E+12"	"1.46012E+12"
"7"	"sub_03"	"four"	"three"	"514.6401367"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"515.1501465"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"49.54980469"	"1.46012E+12"	"1.46012E+12"	"497.0300293"	"498.1098633"	"1.46012E+12"	"1.46012E+12"	"479.5151367"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"32"	""	"1"	"rjvb"	"747.3049316"	"v"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"v"	"736.0449219"	"1.46012E+12"	"1.46012E+12"
"8"	"sub_03"	"four"	"two"	"515.0751953"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"515.1599121"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"20.30981445"	"1.46012E+12"	"1.46012E+12"	"495.0200195"	"466.8701172"	"1.46012E+12"	"1.46012E+12"	"509.6101074"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"29"	""	"1"	"rjvb"	"829.9650879"	"j"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"j"	"825.3300781"	"1.46012E+12"	"1.46012E+12"
"9"	"sub_03"	"one"	"eight"	"514.75"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"515.1149902"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"22.125"	"1.46012E+12"	"1.46012E+12"	"525.5349121"	"500.7849121"	"1.46012E+12"	"1.46012E+12"	"470.369873"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"2"	"\u0000"	"1"	"rjvb"	"1512.554932"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"1498.954834"	"1.46012E+12"	"1.46012E+12"
"10"	"sub_03"	"one"	"five"	"514.6447754"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"515.1347656"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"22.29003906"	"1.46012E+12"	"1.46012E+12"	"526.7849121"	"514.8950195"	"1.46012E+12"	"1.46012E+12"	"460.8000488"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.63012695"	"6"	"\u0000"	"1"	"rjvb"	"730.6999512"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"724.7148438"	"1.46012E+12"	"1.46012E+12"
