"subject_id"	"block"	"item"	"BlankInterval[CalculatedDuration]"	"BlankInterval[Duration]"	"BlankInterval[OffsetTime]"	"BlankInterval[OnsetTime]"	"BlockId"	"Congruency"	"CorFeedback[CalculatedDuration]"	"CorFeedback[Duration]"	"CorFeedback[OffsetTime]"	"CorFeedback[OnsetTime]"	"EngineType"	"Exit[OnsetTime]"	"IncFeedback[Duration]"	"Init[CalculatedDuration]"	"Init[OffsetTime]"	"Init[OnsetTime]"	"InitPost[CalculatedDuration]"	"InitPost[Duration]"	"InitPost[OffsetTime]"	"InitPost[OnsetTime]"	"InitPre[CalculatedDuration]"	"InitPre[OffsetTime]"	"InitPre[OnsetTime]"	"SimpleRTBLock[InterTrialDelay]"	"SimpleRTBLock[RefreshPeriod]"	"SimpleRTBLock[TrialNr]"	"SimpleRTBLockStroopItem[Resp]"	"StroopItem[ACC]"	"StroopItem[Allowable]"	"StroopItem[CalculatedDuration]"	"StroopItem[CRESP]"	"StroopItem[EndAction]"	"StroopItem[OffsetTime]"	"StroopItem[OnsetTime]"	"StroopItem[RESP]"	"StroopItem[RT]"	"StroopItem[RTTime]"	"undefined[OnsetTime]"
"1"	"sub_07"	"four"	"eight"	"514.9394531"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"514.8928223"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"19.77783203"	"1.4602E+12"	"1.4602E+12"	"610.6376953"	"590.2348633"	"1.4602E+12"	"1.4602E+12"	"399.0266113"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"28"	""	"1"	"rjvb"	"1978.37915"	"b"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"b"	"1963.034424"	"1.4602E+12"	"1.4602E+12"
"2"	"sub_07"	"four"	"five"	"514.552002"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"513.8178711"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"15.93896484"	"1.4602E+12"	"1.4602E+12"	"472.885498"	"449.3723145"	"1.4602E+12"	"1.4602E+12"	"541.456543"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"29"	""	"1"	"rjvb"	"1746.625"	"r"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"r"	"1746.250977"	"1.4602E+12"	"1.4602E+12"
"3"	"sub_07"	"four"	"four"	"514.6999512"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"con"	"514.9946289"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"18.48510742"	"1.4602E+12"	"1.4602E+12"	"519.9997559"	"515.2871094"	"1.4602E+12"	"1.4602E+12"	"475.034668"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"26"	""	"1"	"rjvb"	"914.0537109"	"b"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"b"	"906.9008789"	"1.4602E+12"	"1.4602E+12"
"4"	"sub_07"	"four"	"one"	"614.3808594"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"con"	"515.0556641"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"15.75878906"	"1.4602E+12"	"1.4602E+12"	"454.5095215"	"448.2539063"	"1.4602E+12"	"1.4602E+12"	"542.6477051"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"31"	""	"1"	"rjvb"	"1113.708496"	"r"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"r"	"1113.050293"	"1.4602E+12"	"1.4602E+12"
"5"	"sub_07"	"four"	"seven"	"514.0251465"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"514.9025879"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"16.93115234"	"1.4602E+12"	"1.4602E+12"	"485.2380371"	"478.0268555"	"1.4602E+12"	"1.4602E+12"	"511.9936523"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"27"	""	"1"	"rjvb"	"914.3100586"	"v"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"v"	"907.1450195"	"1.4602E+12"	"1.4602E+12"
"6"	"sub_07"	"four"	"six"	"514.9609375"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"514.8994141"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"17.35839844"	"1.4602E+12"	"1.4602E+12"	"579.9040527"	"554.4682617"	"1.4602E+12"	"1.4602E+12"	"431.6074219"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"32"	""	"1"	"rjvb"	"1097.037109"	"j"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"j"	"1088.759277"	"1.4602E+12"	"1.4602E+12"
"7"	"sub_07"	"four"	"three"	"515.0444336"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"con"	"514.9785156"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"16.52368164"	"1.4602E+12"	"1.4602E+12"	"605.0617676"	"583.1540527"	"1.4602E+12"	"1.4602E+12"	"407.3903809"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"30"	""	"1"	"rjvb"	"1296.571045"	"v"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"v"	"1282.585693"	"1.4602E+12"	"1.4602E+12"
"8"	"sub_07"	"four"	"two"	"515.1311035"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"con"	"515.0356445"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"16.00976563"	"1.4602E+12"	"1.4602E+12"	"453.2661133"	"446.8110352"	"1.4602E+12"	"1.4602E+12"	"543.4003906"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"25"	""	"1"	"rjvb"	"913.9816895"	"j"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"j"	"898.5134277"	"1.4602E+12"	"1.4602E+12"
"9"	"sub_07"	"one"	"eight"	"515.109375"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"514.9416504"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"20.05615234"	"1.4602E+12"	"1.4602E+12"	"644.078125"	"623.8225098"	"1.4602E+12"	"1.4602E+12"	"364.980957"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"3"	"\u0000"	"0"	"rjvb"	"1396.387451"	"b"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"r"	"1389.531738"	"1.4602E+12"	"1.4602E+12"
"10"	"sub_07"	"one"	"five"	"521.7746582"	"500"	"1.4602E+12"	"1.4602E+12"	"SimpleRTBLock"	"incon"	"531.0107422"	"500"	"1.4602E+12"	"1.4602E+12"	"native-highres"	"1.4602E+12"	"500"	"16.17822266"	"1.4602E+12"	"1.4602E+12"	"522.7167969"	"490.8642578"	"1.4602E+12"	"1.4602E+12"	"500.1552734"	"1.4602E+12"	"1.4602E+12"	"1000"	"16.62817383"	"7"	"\u0000"	"1"	"rjvb"	"1430.263428"	"r"	"TERMINATE"	"1.4602E+12"	"1.4602E+12"	"r"	"1425.050781"	"1.4602E+12"	"1.4602E+12"
