"subject_id"	"block"	"item"	"BlankInterval[CalculatedDuration]"	"BlankInterval[Duration]"	"BlankInterval[OffsetTime]"	"BlankInterval[OnsetTime]"	"BlockId"	"Congruency"	"CorFeedback[CalculatedDuration]"	"CorFeedback[Duration]"	"CorFeedback[OffsetTime]"	"CorFeedback[OnsetTime]"	"EngineType"	"Exit[OnsetTime]"	"IncFeedback[Duration]"	"Init[CalculatedDuration]"	"Init[OffsetTime]"	"Init[OnsetTime]"	"InitPost[CalculatedDuration]"	"InitPost[Duration]"	"InitPost[OffsetTime]"	"InitPost[OnsetTime]"	"InitPre[CalculatedDuration]"	"InitPre[OffsetTime]"	"InitPre[OnsetTime]"	"SimpleRTBLock[InterTrialDelay]"	"SimpleRTBLock[RefreshPeriod]"	"SimpleRTBLock[TrialNr]"	"SimpleRTBLockStroopItem[Resp]"	"StroopItem[ACC]"	"StroopItem[Allowable]"	"StroopItem[CalculatedDuration]"	"StroopItem[CRESP]"	"StroopItem[EndAction]"	"StroopItem[OffsetTime]"	"StroopItem[OnsetTime]"	"StroopItem[RESP]"	"StroopItem[RT]"	"StroopItem[RTTime]"	"undefined[OnsetTime]"
"1"	"sub_04"	"four"	"eight"	"516.4001465"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.5549316"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"19.88500977"	"1.46012E+12"	"1.46012E+12"	"547.2849121"	"524.704834"	"1.46012E+12"	"1.46012E+12"	"464.5949707"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"26"	""	"1"	"rjvb"	"666.3549805"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"655.7600098"	"1.46012E+12"	"1.46012E+12"
"2"	"sub_04"	"four"	"five"	"516.2451172"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.5400391"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"9.399902344"	"1.46012E+12"	"1.46012E+12"	"166.3850098"	"152.4001465"	"1.46012E+12"	"1.46012E+12"	"839.5849609"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"31"	""	"1"	"rjvb"	"599.7150879"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"593.1799316"	"1.46012E+12"	"1.46012E+12"
"3"	"sub_04"	"four"	"four"	"532.9699707"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"516.4851074"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"23.08007813"	"1.46012E+12"	"1.46012E+12"	"113.5397949"	"109.829834"	"1.46012E+12"	"1.46012E+12"	"878.5998535"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"25"	""	"1"	"rjvb"	"783.0749512"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"769.6850586"	"1.46012E+12"	"1.46012E+12"
"4"	"sub_04"	"four"	"one"	"516.4150391"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"516.6101074"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"15.7800293"	"1.46012E+12"	"1.46012E+12"	"463.6401367"	"437.5649414"	"1.46012E+12"	"1.46012E+12"	"553.6450195"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"27"	""	"1"	"rjvb"	"583.0349121"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"578.4150391"	"1.46012E+12"	"1.46012E+12"
"5"	"sub_04"	"four"	"seven"	"516.4250488"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.6398926"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"13.88500977"	"1.46012E+12"	"1.46012E+12"	"430.8300781"	"404.4150391"	"1.46012E+12"	"1.46012E+12"	"587.3701172"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"32"	""	"1"	"rjvb"	"1199.425049"	"v"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"v"	"1190.334961"	"1.46012E+12"	"1.46012E+12"
"6"	"sub_04"	"four"	"six"	"516.369873"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.5251465"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"17.125"	"1.46012E+12"	"1.46012E+12"	"430.9250488"	"406.4848633"	"1.46012E+12"	"1.46012E+12"	"583.9699707"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"29"	""	"1"	"rjvb"	"466.3549805"	"j"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"j"	"463.0700684"	"1.46012E+12"	"1.46012E+12"
"7"	"sub_04"	"four"	"three"	"516.380127"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"516.545166"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"13.5300293"	"1.46012E+12"	"1.46012E+12"	"397.6999512"	"369.4001465"	"1.46012E+12"	"1.46012E+12"	"621.619873"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"30"	""	"1"	"rjvb"	"566.3649902"	"v"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"v"	"553.7700195"	"1.46012E+12"	"1.46012E+12"
"8"	"sub_04"	"four"	"two"	"516.3349609"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"con"	"516.545166"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"19.22998047"	"1.46012E+12"	"1.46012E+12"	"363.9799805"	"341.4299316"	"1.46012E+12"	"1.46012E+12"	"648.8498535"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"28"	""	"1"	"rjvb"	"566.3549805"	"j"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"j"	"560.4250488"	"1.46012E+12"	"1.46012E+12"
"9"	"sub_04"	"one"	"eight"	"499.1899414"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.625"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"14.98999023"	"1.46012E+12"	"1.46012E+12"	"3031.584961"	"3000"	"1.46012E+12"	"1.46012E+12"	"NaN"	"1.46012E+12"	"undefined"	"1000"	"16.66503906"	"1"	"\u0000"	"1"	"rjvb"	"1565.699951"	"b"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"b"	"1555.314941"	"1.46012E+12"	"1.46012E+12"
"10"	"sub_04"	"one"	"five"	"516.4147949"	"500"	"1.46012E+12"	"1.46012E+12"	"SimpleRTBLock"	"incon"	"516.7600098"	"500"	"1.46012E+12"	"1.46012E+12"	"native-highres"	"1.46012E+12"	"500"	"16.97998047"	"1.46012E+12"	"1.46012E+12"	"597.5549316"	"571.3249512"	"1.46012E+12"	"1.46012E+12"	"418.2250977"	"1.46012E+12"	"1.46012E+12"	"1000"	"16.66503906"	"3"	"\u0000"	"1"	"rjvb"	"1916.185059"	"r"	"TERMINATE"	"1.46012E+12"	"1.46012E+12"	"r"	"1909.165039"	"1.46012E+12"	"1.46012E+12"
