"subject_id"	"block"	"item"	"BlankInterval[CalculatedDuration]"	"BlankInterval[Duration]"	"BlankInterval[OffsetTime]"	"BlankInterval[OnsetTime]"	"BlockId"	"Congruency"	"CorFeedback[CalculatedDuration]"	"CorFeedback[Duration]"	"CorFeedback[OffsetTime]"	"CorFeedback[OnsetTime]"	"EngineType"	"Exit[OnsetTime]"	"IncFeedback[Duration]"	"Init[CalculatedDuration]"	"Init[OffsetTime]"	"Init[OnsetTime]"	"InitPost[CalculatedDuration]"	"InitPost[Duration]"	"InitPost[OffsetTime]"	"InitPost[OnsetTime]"	"InitPre[CalculatedDuration]"	"InitPre[OffsetTime]"	"InitPre[OnsetTime]"	"SimpleRTBLock[InterTrialDelay]"	"SimpleRTBLock[RefreshPeriod]"	"SimpleRTBLock[TrialNr]"	"SimpleRTBLockStroopItem[Resp]"	"StroopItem[ACC]"	"StroopItem[Allowable]"	"StroopItem[CalculatedDuration]"	"StroopItem[CRESP]"	"StroopItem[EndAction]"	"StroopItem[OffsetTime]"	"StroopItem[OnsetTime]"	"StroopItem[RESP]"	"StroopItem[RT]"	"StroopItem[RTTime]"	"undefined[OnsetTime]"
"1"	"sub_13"	"four"	"eight"	"496.2770996"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"512.2412109"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"35.66455078"	"1.46047E+12"	"1.46047E+12"	"467.0817871"	"458.105957"	"1.46047E+12"	"1.46047E+12"	"511.6340332"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"26"	""	"1"	"rjvb"	"1052.596924"	"b"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"b"	"1051.725098"	"1.46047E+12"	"1.46047E+12"
"2"	"sub_13"	"four"	"five"	"515.810791"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"516.8845215"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"43.04003906"	"1.46047E+12"	"1.46047E+12"	"548.9926758"	"542.7497559"	"1.46047E+12"	"1.46047E+12"	"420.4147949"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"25"	""	"1"	"rjvb"	"966.3662109"	"r"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"r"	"961.7060547"	"1.46047E+12"	"1.46047E+12"
"3"	"sub_13"	"four"	"four"	"497.7202148"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"con"	"499.0280762"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"37.11328125"	"1.46047E+12"	"1.46047E+12"	"479.7744141"	"471.7163086"	"1.46047E+12"	"1.46047E+12"	"499.1865234"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"31"	""	"1"	"rjvb"	"583.5617676"	"b"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"b"	"580.8212891"	"1.46047E+12"	"1.46047E+12"
"4"	"sub_13"	"four"	"one"	"514.3085938"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"con"	"516.3486328"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"38.12866211"	"1.46047E+12"	"1.46047E+12"	"504.3334961"	"498.2302246"	"1.46047E+12"	"1.46047E+12"	"471.0615234"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"32"	""	"1"	"rjvb"	"683.0717773"	"r"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"r"	"677.1296387"	"1.46047E+12"	"1.46047E+12"
"5"	"sub_13"	"four"	"seven"	"513.5610352"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"498.3720703"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"36.05151367"	"1.46047E+12"	"1.46047E+12"	"603.9562988"	"595.5908203"	"1.46047E+12"	"1.46047E+12"	"375.4377441"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"27"	""	"1"	"rjvb"	"483.2497559"	"v"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"v"	"478.5600586"	"1.46047E+12"	"1.46047E+12"
"6"	"sub_13"	"four"	"six"	"516.6381836"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"515.7858887"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"35.77880859"	"1.46047E+12"	"1.46047E+12"	"485.984375"	"479.3967285"	"1.46047E+12"	"1.46047E+12"	"492.199707"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"30"	""	"1"	"rjvb"	"848.7902832"	"j"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"j"	"847.9870605"	"1.46047E+12"	"1.46047E+12"
"7"	"sub_13"	"four"	"three"	"510.6188965"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"con"	"515.4069824"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"41.12768555"	"1.46047E+12"	"1.46047E+12"	"423.0473633"	"416.385498"	"1.46047E+12"	"1.46047E+12"	"549.8212891"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"29"	""	"1"	"rjvb"	"749.7214355"	"v"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"v"	"744.510498"	"1.46047E+12"	"1.46047E+12"
"8"	"sub_13"	"four"	"two"	"500.0134277"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"con"	"499.0285645"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"36.70288086"	"1.46047E+12"	"1.46047E+12"	"545.3447266"	"538.6420898"	"1.46047E+12"	"1.46047E+12"	"430.7143555"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"28"	""	"1"	"rjvb"	"613.8098145"	"j"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"j"	"591.7438965"	"1.46047E+12"	"1.46047E+12"
"9"	"sub_13"	"one"	"eight"	"517.1254883"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"497.4504395"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"36.50024414"	"1.46047E+12"	"1.46047E+12"	"376.7963867"	"369.9760742"	"1.46047E+12"	"1.46047E+12"	"600.9299316"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"5"	"\u0000"	"1"	"rjvb"	"867.0292969"	"b"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"b"	"866.296875"	"1.46047E+12"	"1.46047E+12"
"10"	"sub_13"	"one"	"five"	"516.572998"	"500"	"1.46047E+12"	"1.46047E+12"	"SimpleRTBLock"	"incon"	"516.4150391"	"500"	"1.46047E+12"	"1.46047E+12"	"native-highres"	"1.46047E+12"	"500"	"36.01635742"	"1.46047E+12"	"1.46047E+12"	"598.2436523"	"592.0639648"	"1.46047E+12"	"1.46047E+12"	"379.5146484"	"1.46047E+12"	"1.46047E+12"	"1000"	"16.41882324"	"6"	"\u0000"	"1"	"rjvb"	"1016.291016"	"r"	"TERMINATE"	"1.46047E+12"	"1.46047E+12"	"r"	"1015.285889"	"1.46047E+12"	"1.46047E+12"
